name,dept,area,count,adjustedcount,year
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.33333,2014
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2016
Abhishek Bhattacharjee,Yale University,asplos,2.0,1.5,2017
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.125,2018
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.2,2020
Abhishek Bhattacharjee,Yale University,asplos,2.0,0.5,2021
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.0625,2023
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2025
Abhishek Bhattacharjee,Yale University,hpca,1.0,0.25,2014
Abhishek Bhattacharjee,Yale University,hpca,1.0,0.14286,2023
Abhishek Bhattacharjee,Yale University,isca,1.0,0.5,2009
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2017
Abhishek Bhattacharjee,Yale University,isca,3.0,0.64286,2018
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,isca,1.0,0.125,2020
Abhishek Bhattacharjee,Yale University,isca,1.0,0.16667,2021
Abhishek Bhattacharjee,Yale University,isca,2.0,0.26786,2023
Abhishek Bhattacharjee,Yale University,isca,1.0,0.125,2025
Abhishek Bhattacharjee,Yale University,micro,2.0,0.45,2012
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2013
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2015
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2017
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2018
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2023
Abhishek Bhattacharjee,Yale University,sosp,1.0,0.16667,2021
Abhishek Bhattacharjee,Yale University,sosp,1.0,0.125,2025
Alex Wong 0001,Yale University,aaai,1.0,0.33333,2021
Alex Wong 0001,Yale University,cvpr,2.0,0.83333,2019
Alex Wong 0001,Yale University,cvpr,1.0,0.2,2022
Alex Wong 0001,Yale University,cvpr,2.0,0.225,2023
Alex Wong 0001,Yale University,cvpr,4.0,0.8171,2024
Alex Wong 0001,Yale University,cvpr,1.0,0.16667,2025
Alex Wong 0001,Yale University,eccv,2.0,0.29091,2022
Alex Wong 0001,Yale University,eccv,3.0,0.47619,2024
Alex Wong 0001,Yale University,iccv,1.0,0.5,2015
Alex Wong 0001,Yale University,iccv,1.0,0.5,2021
Alex Wong 0001,Yale University,icml,1.0,0.2,2024
Alex Wong 0001,Yale University,iros,1.0,0.1,2024
Alex Wong 0001,Yale University,nips,1.0,0.33333,2011
Alex Wong 0001,Yale University,nips,1.0,0.33333,2020
Alex Wong 0001,Yale University,nips,1.0,0.11111,2024
Alex Wong 0001,Yale University,siggraph-asia,1.0,0.125,2023
Alex Wong 0001,Yale University,usenixsec,1.0,0.33333,2025
Alexander K. Lew,Yale University,iclr,1.0,0.066667,2025
Alexander K. Lew,Yale University,lics,1.0,0.25,2023
Alexander K. Lew,Yale University,pldi,1.0,0.25,2019
Alexander K. Lew,Yale University,pldi,1.0,0.25,2023
Alexander K. Lew,Yale University,pldi,2.0,0.25397,2024
Alexander K. Lew,Yale University,pldi,1.0,0.2,2025
Alexander K. Lew,Yale University,popl,1.0,0.2,2020
Alexander K. Lew,Yale University,popl,1.0,0.25,2023
Amin Karbasi,Yale University,aaai,2.0,0.36667,2015
Amin Karbasi,Yale University,aaai,1.0,0.33333,2016
Amin Karbasi,Yale University,aaai,1.0,0.33333,2017
Amin Karbasi,Yale University,aaai,1.0,0.33333,2019
Amin Karbasi,Yale University,aaai,1.0,0.25,2021
Amin Karbasi,Yale University,iclr,2.0,0.45,2022
Amin Karbasi,Yale University,iclr,2.0,0.41667,2023
Amin Karbasi,Yale University,iclr,2.0,0.29167,2024
Amin Karbasi,Yale University,iclr,1.0,0.125,2025
Amin Karbasi,Yale University,icml,1.0,0.33333,2012
Amin Karbasi,Yale University,icml,1.0,0.33333,2013
Amin Karbasi,Yale University,icml,1.0,0.2,2014
Amin Karbasi,Yale University,icml,1.0,0.33333,2016
Amin Karbasi,Yale University,icml,3.0,0.83333,2017
Amin Karbasi,Yale University,icml,5.0,1.5,2018
Amin Karbasi,Yale University,icml,2.0,0.45,2019
Amin Karbasi,Yale University,icml,2.0,0.5,2020
Amin Karbasi,Yale University,icml,1.0,0.25,2021
Amin Karbasi,Yale University,icml,1.0,0.25,2022
Amin Karbasi,Yale University,icml,3.0,0.75,2023
Amin Karbasi,Yale University,icml,2.0,0.25556,2024
Amin Karbasi,Yale University,icml,2.0,0.36667,2025
Amin Karbasi,Yale University,ijcai,1.0,0.33333,2015
Amin Karbasi,Yale University,kdd,1.0,0.25,2014
Amin Karbasi,Yale University,nips,2.0,0.5,2013
Amin Karbasi,Yale University,nips,1.0,0.25,2015
Amin Karbasi,Yale University,nips,2.0,0.66667,2016
Amin Karbasi,Yale University,nips,3.0,0.91667,2017
Amin Karbasi,Yale University,nips,1.0,0.33333,2018
Amin Karbasi,Yale University,nips,3.0,0.7,2019
Amin Karbasi,Yale University,nips,4.0,1.25,2020
Amin Karbasi,Yale University,nips,4.0,1.1667,2021
Amin Karbasi,Yale University,nips,7.0,1.7833,2022
Amin Karbasi,Yale University,nips,4.0,0.9,2023
Amin Karbasi,Yale University,nips,5.0,1.1429,2024
Amin Karbasi,Yale University,sigmetrics,1.0,0.5,2010
Amin Karbasi,Yale University,stoc,1.0,0.33333,2019
Andre Wibisono,Yale University,iclr,3.0,1.5,2023
Andre Wibisono,Yale University,icml,1.0,0.25,2022
Andre Wibisono,Yale University,nips,1.0,0.25,2012
Andre Wibisono,Yale University,nips,2.0,0.45,2013
Andre Wibisono,Yale University,nips,1.0,0.5,2014
Andre Wibisono,Yale University,nips,2.0,0.83333,2019
Andre Wibisono,Yale University,nips,1.0,0.33333,2022
Andre Wibisono,Yale University,nips,1.0,0.33333,2023
Andre Wibisono,Yale University,soda,1.0,0.33333,2021
Andre Wibisono,Yale University,stoc,1.0,0.33333,2012
Anurag Khandelwal,Yale University,asplos,1.0,0.25,2025
Anurag Khandelwal,Yale University,eurosys,1.0,0.2,2022
Anurag Khandelwal,Yale University,eurosys,1.0,0.33333,2024
Anurag Khandelwal,Yale University,isca,1.0,0.125,2023
Anurag Khandelwal,Yale University,isca,1.0,0.33333,2025
Anurag Khandelwal,Yale University,nsdi,1.0,0.33333,2015
Anurag Khandelwal,Yale University,nsdi,1.0,0.33333,2016
Anurag Khandelwal,Yale University,nsdi,1.0,0.33333,2019
Anurag Khandelwal,Yale University,nsdi,1.0,0.2,2021
Anurag Khandelwal,Yale University,nsdi,1.0,0.25,2023
Anurag Khandelwal,Yale University,osdi,1.0,0.25,2022
Anurag Khandelwal,Yale University,osdi,1.0,0.16667,2023
Anurag Khandelwal,Yale University,osdi,1.0,0.33333,2025
Anurag Khandelwal,Yale University,sigmod,1.0,0.2,2017
Anurag Khandelwal,Yale University,sigmod,1.0,0.33333,2020
Anurag Khandelwal,Yale University,sosp,1.0,0.16667,2021
Anurag Khandelwal,Yale University,sosp,2.0,0.375,2025
Anurag Khandelwal,Yale University,usenixsec,1.0,0.14286,2020
Anurag Khandelwal,Yale University,usenixsec,1.0,0.33333,2024
Anurag Khandelwal,Yale University,usenixsec,1.0,0.33333,2025
Arman Cohan,Yale University,aaai,1.0,0.2,2025
Arman Cohan,Yale University,acl,1.0,0.2,2020
Arman Cohan,Yale University,acl,3.0,0.59286,2022
Arman Cohan,Yale University,acl,1.0,0.2,2023
Arman Cohan,Yale University,acl,5.0,0.87326,2024
Arman Cohan,Yale University,acl,8.0,1.4528,2025
Arman Cohan,Yale University,cvpr,1.0,0.0625,2025
Arman Cohan,Yale University,emnlp,1.0,0.5,2015
Arman Cohan,Yale University,emnlp,1.0,0.33333,2017
Arman Cohan,Yale University,emnlp,2.0,0.53333,2019
Arman Cohan,Yale University,emnlp,2.0,0.47619,2020
Arman Cohan,Yale University,emnlp,3.0,0.48333,2023
Arman Cohan,Yale University,emnlp,4.0,0.7119,2024
Arman Cohan,Yale University,iclr,2.0,0.22619,2025
Arman Cohan,Yale University,icml,2.0,0.64286,2024
Arman Cohan,Yale University,naacl,1.0,0.33333,2015
Arman Cohan,Yale University,naacl,1.0,0.25,2019
Arman Cohan,Yale University,naacl,1.0,0.16667,2021
Arman Cohan,Yale University,naacl,3.0,0.72619,2022
Arman Cohan,Yale University,naacl,2.0,0.325,2024
Arman Cohan,Yale University,naacl,4.0,0.75,2025
Arman Cohan,Yale University,nips,1.0,0.25,2021
Arman Cohan,Yale University,sigir,1.0,0.16667,2021
Avi Silberschatz,Yale University,focs,1.0,0.5,1979
Avi Silberschatz,Yale University,icde,2.0,0.83333,1991
Avi Silberschatz,Yale University,icde,1.0,0.33333,1997
Avi Silberschatz,Yale University,icde,1.0,0.33333,1998
Avi Silberschatz,Yale University,icde,2.0,0.53333,1999
Avi Silberschatz,Yale University,kdd,1.0,0.5,1995
Avi Silberschatz,Yale University,pods,1.0,0.33333,1982
Avi Silberschatz,Yale University,pods,1.0,0.5,1984
Avi Silberschatz,Yale University,pods,1.0,0.33333,1987
Avi Silberschatz,Yale University,pods,1.0,0.33333,1988
Avi Silberschatz,Yale University,pods,1.0,0.5,1990
Avi Silberschatz,Yale University,pods,1.0,0.2,1992
Avi Silberschatz,Yale University,pods,2.0,0.53333,1993
Avi Silberschatz,Yale University,pods,1.0,0.33333,1995
Avi Silberschatz,Yale University,pods,1.0,0.33333,1996
Avi Silberschatz,Yale University,pods,1.0,0.33333,1997
Avi Silberschatz,Yale University,pods,1.0,0.25,1998
Avi Silberschatz,Yale University,pods,1.0,0.2,2013
Avi Silberschatz,Yale University,popl,1.0,0.5,1986
Avi Silberschatz,Yale University,sigcomm,1.0,0.25,2001
Avi Silberschatz,Yale University,sigcomm,1.0,0.2,2008
Avi Silberschatz,Yale University,sigmetrics,1.0,0.5,1996
Avi Silberschatz,Yale University,sigmod,1.0,0.33333,1981
Avi Silberschatz,Yale University,sigmod,2.0,1.0,1988
Avi Silberschatz,Yale University,sigmod,2.0,0.66667,1990
Avi Silberschatz,Yale University,sigmod,1.0,0.33333,1991
Avi Silberschatz,Yale University,sigmod,1.0,0.2,1992
Avi Silberschatz,Yale University,sigmod,3.0,1.0,1996
Avi Silberschatz,Yale University,sigmod,1.0,0.2,1999
Avi Silberschatz,Yale University,uist,1.0,0.33333,2012
Avi Silberschatz,Yale University,usenixatc,1.0,0.25,1998
Avi Silberschatz,Yale University,usenixatc,2.0,0.4,1999
Avi Silberschatz,Yale University,usenixatc,1.0,0.25,2000
Avi Silberschatz,Yale University,vldb,1.0,0.5,1980
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1981
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1982
Avi Silberschatz,Yale University,vldb,1.0,0.5,1983
Avi Silberschatz,Yale University,vldb,1.0,0.5,1985
Avi Silberschatz,Yale University,vldb,2.0,0.66667,1990
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1992
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1993
Avi Silberschatz,Yale University,vldb,2.0,0.45,1994
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1996
Avi Silberschatz,Yale University,vldb,3.0,0.7,1997
Avi Silberschatz,Yale University,vldb,1.0,0.33333,1998
Avi Silberschatz,Yale University,vldb,1.0,0.2,2009
Avi Silberschatz,Yale University,vldb,1.0,0.25,2019
Baogang Wei,Zhejiang University,aaai,1.0,0.14286,2017
Baogang Wei,Zhejiang University,icra,1.0,0.33333,2004
Baogang Wei,Zhejiang University,iros,1.0,0.5,2003
Baogang Wei,Zhejiang University,naacl,1.0,0.2,2015
Ben Fisch,Yale University,ccs,1.0,0.25,2017
Ben Fisch,Yale University,ccs,1.0,0.25,2019
Ben Fisch,Yale University,ccs,1.0,0.2,2022
Ben Fisch,Yale University,ccs,2.0,0.75,2024
Ben Fisch,Yale University,ccs,2.0,0.47619,2025
Ben Fisch,Yale University,crypto,1.0,0.33333,2014
Ben Fisch,Yale University,crypto,1.0,0.25,2018
Ben Fisch,Yale University,crypto,1.0,0.33333,2019
Ben Fisch,Yale University,crypto,1.0,0.25,2021
Ben Fisch,Yale University,crypto,1.0,0.33333,2023
Ben Fisch,Yale University,crypto,2.0,0.47619,2024
Ben Fisch,Yale University,eurocrypt,1.0,1.0,2019
Ben Fisch,Yale University,eurocrypt,1.0,0.33333,2020
Ben Fisch,Yale University,eurocrypt,1.0,0.16667,2025
Ben Fisch,Yale University,oakland,1.0,0.14286,2015
Ben Fisch,Yale University,oakland,1.0,0.25,2025
Ben Fisch,Yale University,usenixsec,1.0,0.14286,2023
Ben Fisch,Yale University,wine,1.0,0.33333,2017
Bingsheng Zhang,Zhejiang University,aaai,1.0,0.125,2025
Bingsheng Zhang,Zhejiang University,ccs,1.0,0.33333,2015
Bingsheng Zhang,Zhejiang University,eurocrypt,1.0,0.33333,2015
Bingsheng Zhang,Zhejiang University,eurocrypt,1.0,0.25,2023
Bingsheng Zhang,Zhejiang University,ndss,1.0,0.33333,2019
Bingsheng Zhang,Zhejiang University,ndss,1.0,0.25,2025
Bingsheng Zhang,Zhejiang University,oakland,1.0,0.125,2025
Bingsheng Zhang,Zhejiang University,usenixsec,2.0,0.25,2025
Bohan Zhuang,Zhejiang University,aaai,1.0,0.2,2018
Bohan Zhuang,Zhejiang University,aaai,1.0,0.16667,2021
Bohan Zhuang,Zhejiang University,aaai,1.0,0.2,2022
Bohan Zhuang,Zhejiang University,aaai,1.0,0.16667,2025
Bohan Zhuang,Zhejiang University,cvpr,1.0,0.25,2016
Bohan Zhuang,Zhejiang University,cvpr,2.0,0.36667,2017
Bohan Zhuang,Zhejiang University,cvpr,2.0,0.4,2018
Bohan Zhuang,Zhejiang University,cvpr,1.0,0.2,2019
Bohan Zhuang,Zhejiang University,cvpr,1.0,0.2,2020
Bohan Zhuang,Zhejiang University,cvpr,1.0,0.2,2021
Bohan Zhuang,Zhejiang University,cvpr,1.0,0.16667,2022
Bohan Zhuang,Zhejiang University,cvpr,2.0,0.47619,2023
Bohan Zhuang,Zhejiang University,cvpr,2.0,0.53333,2024
Bohan Zhuang,Zhejiang University,eccv,1.0,0.14286,2020
Bohan Zhuang,Zhejiang University,eccv,1.0,0.2,2022
Bohan Zhuang,Zhejiang University,eccv,4.0,0.69167,2024
Bohan Zhuang,Zhejiang University,iccv,1.0,0.25,2017
Bohan Zhuang,Zhejiang University,iccv,2.0,0.53333,2021
Bohan Zhuang,Zhejiang University,iccv,2.0,0.34286,2023
Bohan Zhuang,Zhejiang University,iclr,3.0,0.53333,2024
Bohan Zhuang,Zhejiang University,iclr,2.0,0.45833,2025
Bohan Zhuang,Zhejiang University,icml,1.0,0.14286,2025
Bohan Zhuang,Zhejiang University,ijcai,1.0,0.125,2019
Bohan Zhuang,Zhejiang University,ijcai,1.0,0.16667,2023
Bohan Zhuang,Zhejiang University,nips,1.0,0.125,2018
Bohan Zhuang,Zhejiang University,nips,2.0,0.53333,2022
Bohan Zhuang,Zhejiang University,nips,3.0,0.47619,2023
Bohan Zhuang,Zhejiang University,nips,4.0,0.53175,2024
Brian Scassellati,Yale University,aaai,2.0,1.1429,1998
Brian Scassellati,Yale University,aaai,1.0,0.5,2007
Brian Scassellati,Yale University,aaai,1.0,0.5,2012
Brian Scassellati,Yale University,aaai,2.0,0.66667,2019
Brian Scassellati,Yale University,aaai,1.0,0.16667,2025
Brian Scassellati,Yale University,chiconf,1.0,0.083333,2018
Brian Scassellati,Yale University,icra,2.0,0.83333,2016
Brian Scassellati,Yale University,icra,1.0,0.33333,2017
Brian Scassellati,Yale University,ijcai,1.0,0.5,1999
Brian Scassellati,Yale University,ijcai,1.0,1.0,2001
Brian Scassellati,Yale University,ijcai,1.0,0.33333,2021
Brian Scassellati,Yale University,iros,1.0,0.5,1999
Brian Scassellati,Yale University,iros,2.0,0.83333,2004
Brian Scassellati,Yale University,iros,1.0,0.5,2014
Brian Scassellati,Yale University,iros,1.0,0.5,2015
Brian Scassellati,Yale University,iros,3.0,0.65,2018
Brian Scassellati,Yale University,iros,1.0,0.25,2019
Brian Scassellati,Yale University,iros,1.0,0.33333,2020
Brian Scassellati,Yale University,iros,1.0,0.33333,2024
Brian Scassellati,Yale University,iros,1.0,0.33333,2025
Brian Scassellati,Yale University,rss,1.0,0.5,2017
Charalampos Papamanthou,Yale University,asplos,1.0,0.2,2018
Charalampos Papamanthou,Yale University,ccs,1.0,0.33333,2008
Charalampos Papamanthou,Yale University,ccs,1.0,0.25,2009
Charalampos Papamanthou,Yale University,ccs,1.0,0.33333,2012
Charalampos Papamanthou,Yale University,ccs,1.0,0.33333,2013
Charalampos Papamanthou,Yale University,ccs,1.0,0.33333,2014
Charalampos Papamanthou,Yale University,ccs,1.0,0.33333,2015
Charalampos Papamanthou,Yale University,ccs,1.0,0.25,2018
Charalampos Papamanthou,Yale University,ccs,1.0,0.16667,2019
Charalampos Papamanthou,Yale University,ccs,2.0,0.5,2022
Charalampos Papamanthou,Yale University,ccs,1.0,0.25,2023
Charalampos Papamanthou,Yale University,ccs,2.0,0.41667,2024
Charalampos Papamanthou,Yale University,crypto,1.0,0.33333,2011
Charalampos Papamanthou,Yale University,crypto,1.0,0.33333,2016
Charalampos Papamanthou,Yale University,crypto,1.0,0.33333,2018
Charalampos Papamanthou,Yale University,crypto,1.0,0.2,2019
Charalampos Papamanthou,Yale University,crypto,1.0,0.33333,2022
Charalampos Papamanthou,Yale University,crypto,1.0,0.5,2023
Charalampos Papamanthou,Yale University,eurocrypt,1.0,0.25,2013
Charalampos Papamanthou,Yale University,ndss,1.0,0.33333,2013
Charalampos Papamanthou,Yale University,ndss,1.0,0.33333,2014
Charalampos Papamanthou,Yale University,ndss,1.0,0.25,2020
Charalampos Papamanthou,Yale University,oakland,1.0,0.2,2016
Charalampos Papamanthou,Yale University,oakland,1.0,0.2,2017
Charalampos Papamanthou,Yale University,oakland,2.0,0.53333,2018
Charalampos Papamanthou,Yale University,oakland,1.0,0.33333,2019
Charalampos Papamanthou,Yale University,oakland,1.0,0.33333,2020
Charalampos Papamanthou,Yale University,oakland,1.0,0.33333,2021
Charalampos Papamanthou,Yale University,oakland,1.0,0.33333,2025
Charalampos Papamanthou,Yale University,pets,1.0,0.25,2018
Charalampos Papamanthou,Yale University,sigmod,1.0,0.5,2017
Charalampos Papamanthou,Yale University,soda,1.0,0.33333,2024
Charalampos Papamanthou,Yale University,soda,1.0,0.2,2025
Charalampos Papamanthou,Yale University,usenixsec,1.0,0.16667,2014
Charalampos Papamanthou,Yale University,usenixsec,1.0,0.33333,2016
Charalampos Papamanthou,Yale University,usenixsec,2.0,0.5,2020
Charalampos Papamanthou,Yale University,usenixsec,1.0,0.2,2022
Charalampos Papamanthou,Yale University,usenixsec,1.0,0.33333,2023
Charalampos Papamanthou,Yale University,usenixsec,1.0,0.5,2024
Charalampos Papamanthou,Yale University,vldb,1.0,0.14286,2012
Charalampos Papamanthou,Yale University,vldb,1.0,0.25,2015
Charalampos Papamanthou,Yale University,vldb,1.0,0.33333,2018
Charalampos Papamanthou,Yale University,vldb,1.0,0.2,2023
Charalampos Papamanthou,Yale University,vldb,1.0,0.25,2025
Cheng Zhuo,Zhejiang University,aaai,1.0,0.16667,2019
Cheng Zhuo,Zhejiang University,aaai,1.0,0.25,2020
Cheng Zhuo,Zhejiang University,dac,1.0,0.33333,2014
Cheng Zhuo,Zhejiang University,dac,1.0,0.25,2016
Cheng Zhuo,Zhejiang University,dac,1.0,0.33333,2018
Cheng Zhuo,Zhejiang University,dac,2.0,0.39286,2021
Cheng Zhuo,Zhejiang University,dac,3.0,0.475,2022
Cheng Zhuo,Zhejiang University,dac,2.0,0.325,2024
Cheng Zhuo,Zhejiang University,dac,8.0,1.394,2025
Cheng Zhuo,Zhejiang University,iccad,1.0,0.25,2008
Cheng Zhuo,Zhejiang University,iccad,1.0,0.33333,2009
Cheng Zhuo,Zhejiang University,iccad,1.0,0.25,2010
Cheng Zhuo,Zhejiang University,iccad,1.0,0.16667,2012
Cheng Zhuo,Zhejiang University,iccad,3.0,0.83333,2014
Cheng Zhuo,Zhejiang University,iccad,1.0,0.25,2015
Cheng Zhuo,Zhejiang University,iccad,1.0,0.14286,2017
Cheng Zhuo,Zhejiang University,iccad,1.0,0.25,2018
Cheng Zhuo,Zhejiang University,iccad,1.0,0.083333,2019
Cheng Zhuo,Zhejiang University,iccad,2.0,0.29167,2020
Cheng Zhuo,Zhejiang University,iccad,2.0,0.25758,2021
Cheng Zhuo,Zhejiang University,iccad,1.0,0.090909,2022
Cheng Zhuo,Zhejiang University,iccad,3.0,0.51667,2023
Cheng Zhuo,Zhejiang University,iccad,9.0,1.3028,2024
Cheng Zhuo,Zhejiang University,iccad,7.0,0.93611,2025
Cheng Zhuo,Zhejiang University,ijcai,1.0,0.2,2020
Cheng Zhuo,Zhejiang University,kdd,1.0,0.14286,2024
Chun Chen 0001,Zhejiang University,aaai,2.0,0.30952,2010
Chun Chen 0001,Zhejiang University,aaai,1.0,0.25,2011
Chun Chen 0001,Zhejiang University,aaai,3.0,0.59286,2012
Chun Chen 0001,Zhejiang University,aaai,1.0,0.16667,2014
Chun Chen 0001,Zhejiang University,aaai,2.0,0.34286,2020
Chun Chen 0001,Zhejiang University,aaai,1.0,0.14286,2021
Chun Chen 0001,Zhejiang University,aaai,1.0,0.14286,2023
Chun Chen 0001,Zhejiang University,aaai,1.0,0.125,2025
Chun Chen 0001,Zhejiang University,acl,1.0,0.25,2007
Chun Chen 0001,Zhejiang University,ccs,1.0,0.2,2025
Chun Chen 0001,Zhejiang University,cvpr,1.0,0.25,2004
Chun Chen 0001,Zhejiang University,cvpr,2.0,0.30952,2013
Chun Chen 0001,Zhejiang University,cvpr,2.0,0.33333,2014
Chun Chen 0001,Zhejiang University,cvpr,1.0,0.16667,2022
Chun Chen 0001,Zhejiang University,cvpr,1.0,0.25,2024
Chun Chen 0001,Zhejiang University,eccv,1.0,0.2,2010
Chun Chen 0001,Zhejiang University,eccv,1.0,0.2,2012
Chun Chen 0001,Zhejiang University,fse,1.0,0.14286,2025
Chun Chen 0001,Zhejiang University,icde,1.0,0.11111,2011
Chun Chen 0001,Zhejiang University,icde,1.0,0.16667,2019
Chun Chen 0001,Zhejiang University,ijcai,1.0,0.25,2009
Chun Chen 0001,Zhejiang University,ijcai,1.0,0.16667,2013
Chun Chen 0001,Zhejiang University,kdd,1.0,0.14286,2009
Chun Chen 0001,Zhejiang University,nips,1.0,0.1,2023
Chun Chen 0001,Zhejiang University,nips,2.0,0.325,2024
Chun Chen 0001,Zhejiang University,oakland,1.0,0.125,2025
Chun Chen 0001,Zhejiang University,rtss,1.0,0.2,2013
Chun Chen 0001,Zhejiang University,siggraph-asia,1.0,0.2,2010
Chun Chen 0001,Zhejiang University,sigir,1.0,0.2,2009
Chun Chen 0001,Zhejiang University,sigir,1.0,0.14286,2011
Chun Chen 0001,Zhejiang University,sigir,1.0,0.1,2025
Chun Chen 0001,Zhejiang University,sigmetrics,1.0,0.2,2010
Chun Chen 0001,Zhejiang University,sigmod,2.0,0.45,2011
Chun Chen 0001,Zhejiang University,usenixsec,6.0,0.75794,2025
Chun Chen 0001,Zhejiang University,vldb,1.0,0.33333,2010
Chun Chen 0001,Zhejiang University,www,1.0,0.14286,2010
Chun Chen 0001,Zhejiang University,www,1.0,0.25,2012
Chun Chen 0001,Zhejiang University,www,1.0,0.14286,2013
Chun Chen 0001,Zhejiang University,www,1.0,0.2,2017
Chun Chen 0001,Zhejiang University,www,1.0,0.25,2018
Chun Chen 0001,Zhejiang University,www,1.0,0.16667,2019
Chun Chen 0001,Zhejiang University,www,1.0,0.14286,2022
Chun Chen 0001,Zhejiang University,www,1.0,0.11111,2024
Chun Chen 0001,Zhejiang University,www,2.0,0.22222,2025
Chunhua Shen,Zhejiang University,aaai,1.0,0.25,2011
Chunhua Shen,Zhejiang University,aaai,2.0,0.4,2018
Chunhua Shen,Zhejiang University,aaai,1.0,0.25,2019
Chunhua Shen,Zhejiang University,aaai,2.0,0.33333,2020
Chunhua Shen,Zhejiang University,aaai,2.0,0.36667,2021
Chunhua Shen,Zhejiang University,aaai,2.0,0.29167,2023
Chunhua Shen,Zhejiang University,aaai,2.0,0.41667,2024
Chunhua Shen,Zhejiang University,aaai,1.0,0.1,2025
Chunhua Shen,Zhejiang University,cvpr,1.0,0.33333,2007
Chunhua Shen,Zhejiang University,cvpr,1.0,0.33333,2009
Chunhua Shen,Zhejiang University,cvpr,1.0,0.33333,2010
Chunhua Shen,Zhejiang University,cvpr,5.0,1.75,2011
Chunhua Shen,Zhejiang University,cvpr,2.0,0.53333,2012
Chunhua Shen,Zhejiang University,cvpr,5.0,1.2333,2013
Chunhua Shen,Zhejiang University,cvpr,1.0,0.2,2014
Chunhua Shen,Zhejiang University,cvpr,8.0,2.1762,2015
Chunhua Shen,Zhejiang University,cvpr,6.0,1.3167,2016
Chunhua Shen,Zhejiang University,cvpr,6.0,1.1583,2017
Chunhua Shen,Zhejiang University,cvpr,10.0,1.7802,2018
Chunhua Shen,Zhejiang University,cvpr,10.0,2.0262,2019
Chunhua Shen,Zhejiang University,cvpr,12.0,2.1218,2020
Chunhua Shen,Zhejiang University,cvpr,14.0,3.0024,2021
Chunhua Shen,Zhejiang University,cvpr,6.0,1.1623,2022
Chunhua Shen,Zhejiang University,cvpr,2.0,0.34286,2023
Chunhua Shen,Zhejiang University,cvpr,3.0,0.45238,2024
Chunhua Shen,Zhejiang University,cvpr,2.0,0.23611,2025
Chunhua Shen,Zhejiang University,eccv,1.0,0.33333,2008
Chunhua Shen,Zhejiang University,eccv,1.0,0.33333,2010
Chunhua Shen,Zhejiang University,eccv,1.0,0.2,2012
Chunhua Shen,Zhejiang University,eccv,2.0,0.66667,2014
Chunhua Shen,Zhejiang University,eccv,2.0,0.41667,2016
Chunhua Shen,Zhejiang University,eccv,2.0,0.36667,2018
Chunhua Shen,Zhejiang University,eccv,11.0,2.354,2020
Chunhua Shen,Zhejiang University,eccv,4.0,0.66071,2022
Chunhua Shen,Zhejiang University,eccv,2.0,0.41667,2024
Chunhua Shen,Zhejiang University,eurographics,1.0,0.33333,2021
Chunhua Shen,Zhejiang University,eurographics,1.0,0.16667,2022
Chunhua Shen,Zhejiang University,iccv,1.0,0.33333,2005
Chunhua Shen,Zhejiang University,iccv,1.0,0.2,2011
Chunhua Shen,Zhejiang University,iccv,4.0,1.0333,2013
Chunhua Shen,Zhejiang University,iccv,1.0,0.16667,2015
Chunhua Shen,Zhejiang University,iccv,5.0,1.1262,2017
Chunhua Shen,Zhejiang University,iccv,7.0,1.4583,2019
Chunhua Shen,Zhejiang University,iccv,6.0,1.2095,2021
Chunhua Shen,Zhejiang University,iccv,9.0,1.3194,2023
Chunhua Shen,Zhejiang University,iclr,1.0,0.2,2023
Chunhua Shen,Zhejiang University,iclr,3.0,0.47619,2024
Chunhua Shen,Zhejiang University,iclr,7.0,0.875,2025
Chunhua Shen,Zhejiang University,icml,1.0,0.25,2012
Chunhua Shen,Zhejiang University,icml,1.0,0.2,2013
Chunhua Shen,Zhejiang University,icml,1.0,0.16667,2018
Chunhua Shen,Zhejiang University,icml,3.0,0.48571,2024
Chunhua Shen,Zhejiang University,icml,1.0,0.33333,2025
Chunhua Shen,Zhejiang University,icra,1.0,0.125,2017
Chunhua Shen,Zhejiang University,icra,1.0,0.16667,2019
Chunhua Shen,Zhejiang University,icra,1.0,0.33333,2021
Chunhua Shen,Zhejiang University,ijcai,3.0,0.59286,2017
Chunhua Shen,Zhejiang University,ijcai,1.0,0.25,2018
